Season;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR
1994-1995;18/12/1994;Reggiana;Padova;3.0;0.0;H
1994-1995;18/12/1994;Sampdoria;Cagliari;5.0;0.0;H
1994-1995;18/12/1994;Inter;Lazio;0.0;2.0;A
1994-1995;18/12/1994;Fiorentina;Foggia;1.0;1.0;D
1994-1995;18/12/1994;Bari;Parma;1.0;2.0;A
1994-1995;18/12/1994;Cremonese;Torino;3.0;0.0;H
1994-1995;18/12/1994;Juventus;Genoa;1.0;1.0;D
1994-1995;19/12/1994;Napoli;Brescia;1.0;1.0;D
1994-1995;21/12/1994;Torino;Milan;0.0;0.0;D
1994-1995;08/01/1995;Foggia;Genoa;2.0;1.0;H
1994-1995;08/01/1995;Milan;Napoli;1.0;1.0;D
1994-1995;08/01/1995;Padova;Cremonese;3.0;2.0;H
1994-1995;08/01/1995;Parma;Juventus;1.0;3.0;A
1994-1995;08/01/1995;Roma;Bari;2.0;0.0;H
1994-1995;08/01/1995;Sampdoria;Lazio;3.0;1.0;H
1994-1995;08/01/1995;Torino;Fiorentina;1.0;0.0;H
1994-1995;08/01/1995;Cagliari;Inter;1.0;1.0;D
1994-1995;08/01/1995;Brescia;Reggiana;1.0;0.0;H
1994-1995;11/01/1995;Milan;Reggiana;2.0;1.0;H
1994-1995;15/01/1995;Reggiana;Torino;1.0;0.0;H
1994-1995;15/01/1995;Lazio;Foggia;7.0;1.0;H
1994-1995;15/01/1995;Juventus;Roma;3.0;0.0;H
1994-1995;15/01/1995;Napoli;Cagliari;1.0;1.0;D
1994-1995;15/01/1995;Fiorentina;Parma;1.0;1.0;D
1994-1995;15/01/1995;Inter;Sampdoria;2.0;0.0;H
1994-1995;15/01/1995;Genoa;Padova;2.0;1.0;H
1994-1995;15/01/1995;Cremonese;Brescia;0.0;0.0;D
1994-1995;15/01/1995;Bari;Milan;3.0;5.0;A
1994-1995;22/01/1995;Brescia;Lazio;0.0;1.0;A
1994-1995;22/01/1995;Cagliari;Juventus;3.0;0.0;H
1994-1995;22/01/1995;Foggia;Reggiana;1.0;0.0;H
1994-1995;22/01/1995;Milan;Fiorentina;2.0;0.0;H
1994-1995;22/01/1995;Padova;Inter;1.0;0.0;H
1994-1995;22/01/1995;Roma;Cremonese;1.0;1.0;D
1994-1995;22/01/1995;Sampdoria;Bari;1.0;1.0;D
1994-1995;22/01/1995;Torino;Genoa;0.0;0.0;D
1994-1995;22/01/1995;Parma;Napoli;2.0;0.0;H
1994-1995;25/01/1995;Torino;Juventus;3.0;2.0;H
1994-1995;29/01/1995;Padova;Sampdoria;1.0;4.0;A
1994-1995;29/01/1995;Reggiana;Napoli;1.0;2.0;A
1994-1995;29/01/1995;Lazio;Bari;1.0;2.0;A
1994-1995;29/01/1995;Inter;Torino;2.0;1.0;H
1994-1995;29/01/1995;Foggia;Roma;0.0;1.0;A
1994-1995;29/01/1995;Cremonese;Parma;1.0;1.0;D
1994-1995;29/01/1995;Juventus;Brescia;2.0;1.0;H
1994-1995;29/01/1995;Cagliari;Fiorentina;2.0;0.0;H
1994-1995;12/02/1995;Torino;Lazio;2.0;0.0;H
1994-1995;12/02/1995;Sampdoria;Reggiana;2.0;1.0;H
1994-1995;12/02/1995;Roma;Inter;3.0;1.0;H
1994-1995;12/02/1995;Parma;Padova;1.0;0.0;H
1994-1995;12/02/1995;Napoli;Cremonese;1.0;0.0;H
1994-1995;12/02/1995;Milan;Cagliari;1.0;1.0;D
1994-1995;12/02/1995;Fiorentina;Genoa;3.0;1.0;H
1994-1995;12/02/1995;Brescia;Foggia;1.0;0.0;H
1994-1995;12/02/1995;Bari;Juventus;0.0;2.0;A
1994-1995;15/02/1995;Genoa;Milan;1.0;1.0;D
1994-1995;19/02/1995;Reggiana;Bari;0.0;1.0;A
1994-1995;19/02/1995;Padova;Torino;4.0;2.0;H
1994-1995;19/02/1995;Lazio;Milan;4.0;0.0;H
1994-1995;19/02/1995;Cagliari;Parma;2.0;0.0;H
1994-1995;19/02/1995;Inter;Brescia;1.0;0.0;H
1994-1995;19/02/1995;Genoa;Roma;1.0;0.0;H
1994-1995;19/02/1995;Foggia;Sampdoria;1.0;1.0;D
1994-1995;19/02/1995;Cremonese;Fiorentina;0.0;0.0;D
1994-1995;19/02/1995;Juventus;Napoli;1.0;0.0;H
1994-1995;26/02/1995;Sampdoria;Juventus;0.0;1.0;A
1994-1995;26/02/1995;Torino;Foggia;2.0;0.0;H
1994-1995;26/02/1995;Roma;Reggiana;2.0;0.0;H
1994-1995;26/02/1995;Bari;Padova;0.0;1.0;A
1994-1995;26/02/1995;Napoli;Genoa;1.0;0.0;H
1994-1995;26/02/1995;Milan;Cremonese;3.0;1.0;H
1994-1995;26/02/1995;Fiorentina;Inter;2.0;2.0;D
1994-1995;26/02/1995;Brescia;Cagliari;2.0;3.0;A
1994-1995;26/02/1995;Parma;Lazio;2.0;0.0;H
1994-1995;05/03/1995;Torino;Parma;0.0;2.0;A
1994-1995;05/03/1995;Sampdoria;Roma;3.0;0.0;H
1994-1995;05/03/1995;Reggiana;Genoa;0.0;1.0;A
1994-1995;05/03/1995;Padova;Napoli;2.0;0.0;H
1994-1995;05/03/1995;Inter;Juventus;0.0;0.0;D
1994-1995;05/03/1995;Foggia;Cremonese;0.0;1.0;A
1994-1995;05/03/1995;Cagliari;Bari;2.0;1.0;H
1994-1995;05/03/1995;Brescia;Milan;0.0;5.0;A
1994-1995;05/03/1995;Lazio;Fiorentina;8.0;2.0;H
1994-1995;12/03/1995;Parma;Sampdoria;3.0;2.0;H
1994-1995;12/03/1995;Roma;Torino;1.0;1.0;D
1994-1995;12/03/1995;Napoli;Lazio;3.0;2.0;H
1994-1995;12/03/1995;Bari;Inter;0.0;1.0;A
1994-1995;12/03/1995;Juventus;Foggia;2.0;0.0;H
1994-1995;12/03/1995;Cremonese;Cagliari;2.0;0.0;H
1994-1995;12/03/1995;Milan;Padova;1.0;0.0;H
1994-1995;12/03/1995;Genoa;Brescia;1.0;0.0;H
1994-1995;12/03/1995;Fiorentina;Reggiana;1.0;1.0;D
1994-1995;19/03/1995;Bari;Napoli;1.0;1.0;D
1994-1995;19/03/1995;Brescia;Torino;1.0;4.0;A
1994-1995;19/03/1995;Cagliari;Roma;0.0;1.0;A
1994-1995;19/03/1995;Inter;Foggia;3.0;0.0;H
1994-1995;19/03/1995;Juventus;Cremonese;1.0;0.0;H
1994-1995;19/03/1995;Padova;Fiorentina;0.0;1.0;A
1994-1995;19/03/1995;Reggiana;Parma;2.0;2.0;D
1994-1995;19/03/1995;Sampdoria;Milan;0.0;3.0;A
1994-1995;19/03/1995;Lazio;Genoa;4.0;0.0;H
1994-1995;02/04/1995;Reggiana;Inter;0.0;1.0;A
1994-1995;02/04/1995;Torino;Cagliari;3.0;2.0;H
1994-1995;02/04/1995;Roma;Parma;1.0;0.0;H
1994-1995;02/04/1995;Napoli;Sampdoria;2.0;0.0;H
1994-1995;02/04/1995;Genoa;Bari;1.0;1.0;D
1994-1995;02/04/1995;Foggia;Padova;4.0;1.0;H
1994-1995;02/04/1995;Fiorentina;Brescia;4.0;0.0;H
1994-1995;02/04/1995;Cremonese;Lazio;0.0;0.0;D
1994-1995;02/04/1995;Milan;Juventus;0.0;2.0;A
1994-1995;09/04/1995;Sampdoria;Cremonese;2.0;1.0;H
1994-1995;09/04/1995;Parma;Milan;2.0;3.0;A
1994-1995;09/04/1995;Napoli;Roma;0.0;0.0;D
1994-1995;09/04/1995;Lazio;Reggiana;2.0;0.0;H
1994-1995;09/04/1995;Inter;Genoa;2.0;0.0;H
1994-1995;09/04/1995;Cagliari;Foggia;2.0;1.0;H
1994-1995;09/04/1995;Brescia;Padova;1.0;3.0;A
1994-1995;09/04/1995;Bari;Fiorentina;2.0;2.0;D
1994-1995;09/04/1995;Juventus;Torino;1.0;2.0;A
1994-1995;14/04/1995;Roma;Brescia;3.0;0.0;H
1994-1995;14/04/1995;Torino;Sampdoria;0.0;0.0;D
1994-1995;14/04/1995;Reggiana;Juventus;1.0;2.0;A
1994-1995;14/04/1995;Cremonese;Bari;0.0;0.0;D
1994-1995;14/04/1995;Inter;Milan;3.0;1.0;H
1994-1995;14/04/1995;Fiorentina;Napoli;4.0;0.0;H
1994-1995;14/04/1995;Padova;Lazio;2.0;0.0;H
1994-1995;14/04/1995;Genoa;Cagliari;1.0;1.0;D
1994-1995;14/04/1995;Foggia;Parma;0.0;0.0;D
1994-1995;23/04/1995;Bari;Brescia;3.0;0.0;H
1994-1995;23/04/1995;Cagliari;Reggiana;4.0;2.0;H
1994-1995;23/04/1995;Cremonese;Genoa;4.0;1.0;H
1994-1995;23/04/1995;Juventus;Padova;0.0;1.0;A
1994-1995;23/04/1995;Milan;Torino;5.0;1.0;H
1994-1995;23/04/1995;Napoli;Foggia;2.0;1.0;H
1994-1995;23/04/1995;Parma;Inter;3.0;0.0;H
1994-1995;23/04/1995;Roma;Lazio;0.0;2.0;A
1994-1995;23/04/1995;Sampdoria;Fiorentina;2.0;2.0;D
1994-1995;30/04/1995;Torino;Napoli;1.0;1.0;D
1994-1995;30/04/1995;Padova;Roma;0.0;0.0;D
1994-1995;30/04/1995;Reggiana;Milan;0.0;4.0;A
1994-1995;30/04/1995;Lazio;Cagliari;0.0;0.0;D
1994-1995;30/04/1995;Genoa;Sampdoria;2.0;1.0;H
1994-1995;30/04/1995;Foggia;Bari;2.0;2.0;D
1994-1995;30/04/1995;Fiorentina;Juventus;1.0;4.0;A
1994-1995;30/04/1995;Brescia;Parma;1.0;2.0;A
1994-1995;30/04/1995;Inter;Cremonese;0.0;0.0;D
1994-1995;07/05/1995;Sampdoria;Brescia;2.0;1.0;H
1994-1995;07/05/1995;Roma;Fiorentina;2.0;0.0;H
1994-1995;07/05/1995;Parma;Genoa;0.0;0.0;D
1994-1995;07/05/1995;Napoli;Inter;1.0;3.0;A
1994-1995;07/05/1995;Juventus;Lazio;0.0;3.0;A
1994-1995;07/05/1995;Cremonese;Reggiana;2.0;1.0;H
1994-1995;07/05/1995;Cagliari;Padova;2.0;0.0;H
1994-1995;07/05/1995;Bari;Torino;3.0;1.0;H
1994-1995;07/05/1995;Milan;Foggia;3.0;0.0;H
1994-1995;13/05/1995;Genoa;Juventus;0.0;4.0;A
1994-1995;13/05/1995;Parma;Bari;1.0;0.0;H
1994-1995;14/05/1995;Torino;Cremonese;1.0;1.0;D
1994-1995;14/05/1995;Padova;Reggiana;3.0;0.0;H
1994-1995;14/05/1995;Lazio;Inter;4.0;1.0;H
1994-1995;14/05/1995;Foggia;Fiorentina;2.0;1.0;H
1994-1995;14/05/1995;Cagliari;Sampdoria;0.0;2.0;A
1994-1995;14/05/1995;Brescia;Napoli;1.0;2.0;A
1994-1995;14/05/1995;Milan;Roma;1.0;0.0;H
1994-1995;21/05/1995;Bari;Roma;2.0;2.0;D
1994-1995;21/05/1995;Cremonese;Padova;3.0;0.0;H
1994-1995;21/05/1995;Fiorentina;Torino;6.0;3.0;H
1994-1995;21/05/1995;Genoa;Foggia;3.0;0.0;H
1994-1995;21/05/1995;Inter;Cagliari;1.0;2.0;A
1994-1995;21/05/1995;Juventus;Parma;4.0;0.0;H
1994-1995;21/05/1995;Lazio;Sampdoria;1.0;0.0;H
1994-1995;21/05/1995;Napoli;Milan;1.0;0.0;H
1994-1995;21/05/1995;Reggiana;Brescia;2.0;0.0;H
1994-1995;28/05/1995;Torino;Reggiana;4.0;0.0;H
1994-1995;28/05/1995;Sampdoria;Inter;2.0;2.0;D
1994-1995;28/05/1995;Roma;Juventus;3.0;0.0;H
1994-1995;28/05/1995;Parma;Fiorentina;3.0;0.0;H
1994-1995;28/05/1995;Milan;Bari;0.0;1.0;A
1994-1995;28/05/1995;Foggia;Lazio;0.0;1.0;A
1994-1995;28/05/1995;Cagliari;Napoli;0.0;1.0;A
1994-1995;28/05/1995;Brescia;Cremonese;1.0;2.0;A
1994-1995;28/05/1995;Padova;Genoa;1.0;1.0;D
1994-1995;04/06/1995;Reggiana;Foggia;1.0;1.0;D
1994-1995;04/06/1995;Napoli;Parma;1.0;0.0;H
1994-1995;04/06/1995;Lazio;Brescia;1.0;0.0;H
1994-1995;04/06/1995;Juventus;Cagliari;3.0;1.0;H
1994-1995;04/06/1995;Genoa;Torino;1.0;0.0;H
1994-1995;04/06/1995;Fiorentina;Milan;1.0;2.0;A
1994-1995;04/06/1995;Cremonese;Roma;2.0;5.0;A
1994-1995;04/06/1995;Bari;Sampdoria;1.0;2.0;A
1994-1995;04/06/1995;Inter;Padova;2.0;1.0;H
1995-1996;27/08/1995;Udinese;Cagliari;1.0;0.0;H
1995-1996;27/08/1995;Sampdoria;Roma;1.0;1.0;D
1995-1996;27/08/1995;Padova;Milan;1.0;2.0;A
1995-1996;27/08/1995;Inter;Vicenza;1.0;0.0;H
1995-1996;27/08/1995;Juventus;Cremonese;4.0;1.0;H
1995-1996;27/08/1995;Atalanta;Parma;1.0;1.0;D
1995-1996;27/08/1995;Lazio;Piacenza;4.0;1.0;H
1995-1996;27/08/1995;Bari;Napoli;1.0;1.0;D
1995-1996;27/08/1995;Fiorentina;Torino;2.0;0.0;H
1995-1996;10/09/1995;Cremonese;Sampdoria;0.0;0.0;D
1995-1996;10/09/1995;Vicenza;Fiorentina;1.0;0.0;H
1995-1996;10/09/1995;Torino;Bari;3.0;1.0;H
1995-1996;10/09/1995;Roma;Atalanta;0.0;1.0;A
1995-1996;10/09/1995;Cagliari;Lazio;0.0;1.0;A
1995-1996;10/09/1995;Parma;Inter;2.0;1.0;H
1995-1996;10/09/1995;Napoli;Padova;2.0;0.0;H
1995-1996;10/09/1995;Piacenza;Juventus;0.0;4.0;A
1995-1996;10/09/1995;Milan;Udinese;2.0;1.0;H
1995-1996;17/09/1995;Atalanta;Napoli;1.0;3.0;A
1995-1996;17/09/1995;Bari;Lazio;3.0;3.0;D
1995-1996;17/09/1995;Fiorentina;Cagliari;3.0;1.0;H
1995-1996;17/09/1995;Inter;Piacenza;0.0;0.0;D
1995-1996;17/09/1995;Juventus;Vicenza;1.0;0.0;H
1995-1996;17/09/1995;Padova;Torino;1.0;1.0;D
1995-1996;17/09/1995;Roma;Milan;1.0;2.0;A
1995-1996;17/09/1995;Sampdoria;Parma;3.0;0.0;H
1995-1996;17/09/1995;Udinese;Cremonese;3.0;2.0;H
1995-1996;24/09/1995;Vicenza;Padova;2.0;1.0;H
1995-1996;24/09/1995;Torino;Sampdoria;1.0;1.0;D
1995-1996;24/09/1995;Piacenza;Bari;3.0;2.0;H
1995-1996;24/09/1995;Parma;Fiorentina;3.0;0.0;H
1995-1996;24/09/1995;Napoli;Inter;2.0;1.0;H
1995-1996;24/09/1995;Milan;Atalanta;3.0;0.0;H
1995-1996;24/09/1995;Lazio;Udinese;2.0;2.0;D
1995-1996;24/09/1995;Cagliari;Juventus;0.0;0.0;D
1995-1996;24/09/1995;Cremonese;Roma;0.0;1.0;A
1995-1996;01/10/1995;Udinese;Vicenza;1.0;1.0;D
1995-1996;01/10/1995;Sampdoria;Cagliari;1.0;2.0;A
1995-1996;01/10/1995;Roma;Lazio;0.0;0.0;D
1995-1996;01/10/1995;Padova;Parma;1.0;3.0;A
1995-1996;01/10/1995;Juventus;Napoli;1.0;1.0;D
1995-1996;01/10/1995;Inter;Torino;4.0;0.0;H
1995-1996;01/10/1995;Fiorentina;Cremonese;3.0;2.0;H
1995-1996;01/10/1995;Bari;Milan;1.0;0.0;H
1995-1996;01/10/1995;Atalanta;Piacenza;2.0;0.0;H
1995-1996;15/10/1995;Vicenza;Bari;2.0;0.0;H
1995-1996;15/10/1995;Torino;Roma;2.0;2.0;D
1995-1996;15/10/1995;Piacenza;Sampdoria;3.0;2.0;H
1995-1996;15/10/1995;Parma;Udinese;1.0;0.0;H
1995-1996;15/10/1995;Napoli;Fiorentina;0.0;2.0;A
1995-1996;15/10/1995;Milan;Juventus;2.0;1.0;H
1995-1996;15/10/1995;Lazio;Padova;2.0;0.0;H
1995-1996;15/10/1995;Cagliari;Cremonese;1.0;0.0;H
1995-1996;15/10/1995;Atalanta;Inter;1.0;1.0;D
1995-1996;22/10/1995;Vicenza;Milan;1.0;1.0;D
1995-1996;22/10/1995;Udinese;Torino;1.0;0.0;H
1995-1996;22/10/1995;Sampdoria;Fiorentina;2.0;1.0;H
1995-1996;22/10/1995;Roma;Parma;1.0;1.0;D
1995-1996;22/10/1995;Piacenza;Napoli;0.0;1.0;A
1995-1996;22/10/1995;Juventus;Padova;3.0;1.0;H
1995-1996;22/10/1995;Inter;Lazio;0.0;0.0;D
1995-1996;22/10/1995;Cremonese;Atalanta;1.0;1.0;D
1995-1996;22/10/1995;Bari;Cagliari;3.0;0.0;H
1995-1996;29/10/1995;Torino;Vicenza;1.0;0.0;H
1995-1996;29/10/1995;Parma;Piacenza;3.0;2.0;H
1995-1996;29/10/1995;Padova;Sampdoria;1.0;1.0;D
1995-1996;29/10/1995;Napoli;Cremonese;0.0;0.0;D
1995-1996;29/10/1995;Lazio;Juventus;4.0;0.0;H
1995-1996;29/10/1995;Inter;Milan;1.0;1.0;D
1995-1996;29/10/1995;Fiorentina;Bari;3.0;2.0;H
1995-1996;29/10/1995;Atalanta;Udinese;0.0;0.0;D
1995-1996;29/10/1995;Cagliari;Roma;0.0;2.0;A
1995-1996;05/11/1995;Vicenza;Piacenza;1.0;1.0;D
1995-1996;05/11/1995;Udinese;Juventus;1.0;0.0;H
1995-1996;05/11/1995;Torino;Napoli;0.0;0.0;D
1995-1996;05/11/1995;Sampdoria;Inter;0.0;0.0;D
1995-1996;05/11/1995;Roma;Padova;2.0;0.0;H
1995-1996;05/11/1995;Milan;Cagliari;3.0;2.0;H
1995-1996;05/11/1995;Fiorentina;Lazio;2.0;0.0;H
1995-1996;05/11/1995;Cremonese;Parma;0.0;2.0;A
1995-1996;05/11/1995;Bari;Atalanta;1.0;3.0;A
1995-1996;19/11/1995;Piacenza;Roma;1.0;0.0;H
1995-1996;19/11/1995;Parma;Milan;0.0;0.0;D
1995-1996;19/11/1995;Padova;Bari;3.0;0.0;H
1995-1996;19/11/1995;Napoli;Vicenza;1.0;1.0;D
1995-1996;19/11/1995;Lazio;Cremonese;2.0;1.0;H
1995-1996;19/11/1995;Juventus;Fiorentina;1.0;0.0;H
1995-1996;19/11/1995;Inter;Udinese;2.0;1.0;H
1995-1996;19/11/1995;Atalanta;Sampdoria;3.0;2.0;H
1995-1996;19/11/1995;Cagliari;Torino;1.0;0.0;H
1995-1996;26/11/1995;Vicenza;Lazio;1.0;0.0;H
1995-1996;26/11/1995;Torino;Atalanta;0.0;1.0;A
1995-1996;26/11/1995;Sampdoria;Udinese;1.0;0.0;H
1995-1996;26/11/1995;Roma;Bari;2.0;1.0;H
1995-1996;26/11/1995;Parma;Juventus;1.0;1.0;D
1995-1996;26/11/1995;Milan;Piacenza;3.0;0.0;H
1995-1996;26/11/1995;Fiorentina;Inter;1.0;1.0;D
1995-1996;26/11/1995;Cremonese;Padova;2.0;1.0;H
1995-1996;26/11/1995;Cagliari;Napoli;2.0;0.0;H
1995-1996;03/12/1995;Udinese;Roma;1.0;1.0;D
1995-1996;03/12/1995;Piacenza;Cagliari;1.0;1.0;D
1995-1996;03/12/1995;Padova;Fiorentina;0.0;1.0;A
1995-1996;03/12/1995;Napoli;Parma;1.0;1.0;D
1995-1996;03/12/1995;Lazio;Milan;0.0;1.0;A
1995-1996;03/12/1995;Juventus;Torino;5.0;0.0;H
1995-1996;03/12/1995;Inter;Cremonese;2.0;0.0;H
1995-1996;03/12/1995;Atalanta;Vicenza;3.0;1.0;H
1995-1996;03/12/1995;Bari;Sampdoria;1.0;3.0;A
1995-1996;10/12/1995;Torino;Piacenza;4.0;2.0;H
1995-1996;10/12/1995;Sampdoria;Juventus;2.0;0.0;H
1995-1996;10/12/1995;Roma;Vicenza;1.0;1.0;D
1995-1996;10/12/1995;Parma;Lazio;2.0;1.0;H
1995-1996;10/12/1995;Padova;Inter;2.0;1.0;H
1995-1996;10/12/1995;Milan;Napoli;0.0;0.0;D
1995-1996;10/12/1995;Fiorentina;Udinese;3.0;0.0;H
1995-1996;10/12/1995;Cremonese;Bari;7.0;1.0;H
1995-1996;10/12/1995;Cagliari;Atalanta;2.0;0.0;H
1995-1996;17/12/1995;Vicenza;Cagliari;0.0;1.0;A
1995-1996;17/12/1995;Udinese;Padova;3.0;1.0;H
1995-1996;17/12/1995;Piacenza;Cremonese;2.0;1.0;H
1995-1996;17/12/1995;Napoli;Roma;0.0;2.0;A
1995-1996;17/12/1995;Milan;Torino;1.0;1.0;D
1995-1996;17/12/1995;Lazio;Sampdoria;6.0;3.0;H
1995-1996;17/12/1995;Juventus;Inter;1.0;0.0;H
1995-1996;17/12/1995;Bari;Parma;1.0;1.0;D
1995-1996;17/12/1995;Atalanta;Fiorentina;1.0;3.0;A
1995-1996;23/12/1995;Udinese;Bari;1.0;2.0;A
1995-1996;23/12/1995;Sampdoria;Napoli;2.0;2.0;D
1995-1996;23/12/1995;Parma;Vicenza;0.0;1.0;A
1995-1996;23/12/1995;Padova;Piacenza;1.0;1.0;D
1995-1996;23/12/1995;Lazio;Atalanta;5.0;1.0;H
1995-1996;23/12/1995;Juventus;Roma;0.0;2.0;A
1995-1996;23/12/1995;Inter;Cagliari;4.0;0.0;H
1995-1996;23/12/1995;Fiorentina;Milan;2.0;2.0;D
1995-1996;23/12/1995;Cremonese;Torino;1.0;1.0;D
1995-1996;07/01/1996;Vicenza;Cremonese;1.0;0.0;H
1995-1996;07/01/1996;Torino;Parma;2.0;2.0;D
1995-1996;07/01/1996;Roma;Fiorentina;2.0;2.0;D
1995-1996;07/01/1996;Piacenza;Udinese;0.0;2.0;A
1995-1996;07/01/1996;Napoli;Lazio;1.0;0.0;H
1995-1996;07/01/1996;Milan;Sampdoria;3.0;0.0;H
1995-1996;07/01/1996;Cagliari;Padova;0.0;1.0;A
1995-1996;07/01/1996;Atalanta;Juventus;0.0;1.0;A
1995-1996;07/01/1996;Bari;Inter;4.0;1.0;H
1995-1996;14/01/1996;Udinese;Napoli;3.0;2.0;H
1995-1996;14/01/1996;Sampdoria;Vicenza;2.0;2.0;D
1995-1996;14/01/1996;Parma;Cagliari;4.0;0.0;H
1995-1996;14/01/1996;Padova;Atalanta;3.0;2.0;H
1995-1996;14/01/1996;Lazio;Torino;1.0;1.0;D
1995-1996;14/01/1996;Juventus;Bari;1.0;1.0;D
1995-1996;14/01/1996;Inter;Roma;2.0;0.0;H
1995-1996;14/01/1996;Fiorentina;Piacenza;2.0;1.0;H
1995-1996;14/01/1996;Cremonese;Milan;0.0;0.0;D
1995-1996;21/01/1996;Vicenza;Inter;1.0;1.0;D
1995-1996;21/01/1996;Roma;Sampdoria;3.0;1.0;H
1995-1996;21/01/1996;Piacenza;Lazio;2.0;1.0;H
1995-1996;21/01/1996;Torino;Fiorentina;0.0;3.0;A
1995-1996;21/01/1996;Napoli;Bari;1.0;0.0;H
1995-1996;21/01/1996;Cagliari;Udinese;4.0;1.0;H
1995-1996;21/01/1996;Milan;Padova;1.0;0.0;H
1995-1996;21/01/1996;Parma;Atalanta;2.0;0.0;H
1995-1996;21/01/1996;Cremonese;Juventus;3.0;3.0;D
1995-1996;28/01/1996;Udinese;Milan;0.0;2.0;A
1995-1996;28/01/1996;Sampdoria;Cremonese;2.0;0.0;H
1995-1996;28/01/1996;Padova;Napoli;4.0;2.0;H
1995-1996;28/01/1996;Bari;Torino;2.0;2.0;D
1995-1996;28/01/1996;Juventus;Piacenza;2.0;0.0;H
1995-1996;28/01/1996;Atalanta;Roma;2.0;1.0;H
1995-1996;28/01/1996;Lazio;Cagliari;4.0;0.0;H
1995-1996;28/01/1996;Fiorentina;Vicenza;1.0;1.0;D
1995-1996;28/01/1996;Inter;Parma;1.0;1.0;D
1995-1996;04/02/1996;Vicenza;Juventus;2.0;1.0;H
1995-1996;04/02/1996;Torino;Padova;2.0;0.0;H
1995-1996;04/02/1996;Piacenza;Inter;1.0;0.0;H
1995-1996;04/02/1996;Cagliari;Fiorentina;0.0;0.0;D
1995-1996;04/02/1996;Napoli;Atalanta;2.0;0.0;H
1995-1996;04/02/1996;Milan;Roma;3.0;1.0;H
1995-1996;04/02/1996;Lazio;Bari;4.0;3.0;H
1995-1996;04/02/1996;Cremonese;Udinese;2.0;2.0;D
1995-1996;04/02/1996;Parma;Sampdoria;1.0;0.0;H
1995-1996;11/02/1996;Udinese;Lazio;1.0;1.0;D
1995-1996;11/02/1996;Sampdoria;Torino;1.0;0.0;H
1995-1996;11/02/1996;Padova;Vicenza;3.0;2.0;H
1995-1996;11/02/1996;Roma;Cremonese;3.0;0.0;H
1995-1996;11/02/1996;Inter;Napoli;4.0;0.0;H
1995-1996;11/02/1996;Fiorentina;Parma;1.0;0.0;H
1995-1996;11/02/1996;Bari;Piacenza;0.0;0.0;D
1995-1996;11/02/1996;Atalanta;Milan;0.0;1.0;A
1995-1996;11/02/1996;Juventus;Cagliari;4.0;1.0;H
1995-1996;18/02/1996;Cremonese;Fiorentina;0.0;0.0;D
1995-1996;18/02/1996;Lazio;Roma;1.0;0.0;H
1995-1996;18/02/1996;Milan;Bari;3.0;2.0;H
1995-1996;18/02/1996;Napoli;Juventus;0.0;1.0;A
1995-1996;18/02/1996;Parma;Padova;2.0;1.0;H
1995-1996;18/02/1996;Piacenza;Atalanta;2.0;2.0;D
1995-1996;18/02/1996;Torino;Inter;0.0;1.0;A
1995-1996;18/02/1996;Vicenza;Udinese;0.0;1.0;A
1995-1996;18/02/1996;Cagliari;Sampdoria;3.0;0.0;H
1995-1996;25/02/1996;Sampdoria;Piacenza;3.0;0.0;H
1995-1996;25/02/1996;Udinese;Parma;0.0;0.0;D
1995-1996;25/02/1996;Roma;Torino;1.0;0.0;H
1995-1996;25/02/1996;Padova;Lazio;1.0;3.0;A
1995-1996;25/02/1996;Bari;Vicenza;0.0;2.0;A
1995-1996;25/02/1996;Cremonese;Cagliari;3.0;1.0;H
1995-1996;25/02/1996;Juventus;Milan;1.0;1.0;D
1995-1996;25/02/1996;Inter;Atalanta;1.0;0.0;H
1995-1996;25/02/1996;Fiorentina;Napoli;3.0;0.0;H
1995-1996;02/03/1996;Milan;Vicenza;4.0;0.0;H
1995-1996;02/03/1996;Padova;Juventus;0.0;5.0;A
1995-1996;02/03/1996;Parma;Roma;1.0;1.0;D
1995-1996;03/03/1996;Atalanta;Cremonese;1.0;1.0;D
1995-1996;03/03/1996;Fiorentina;Sampdoria;2.0;2.0;D
1995-1996;03/03/1996;Lazio;Inter;0.0;1.0;A
1995-1996;03/03/1996;Napoli;Piacenza;0.0;0.0;D
1995-1996;03/03/1996;Torino;Udinese;2.0;0.0;H
1995-1996;03/03/1996;Cagliari;Bari;4.0;2.0;H
1995-1996;10/03/1996;Sampdoria;Padova;3.0;1.0;H
1995-1996;10/03/1996;Vicenza;Torino;2.0;1.0;H
1995-1996;10/03/1996;Udinese;Atalanta;3.0;0.0;H
1995-1996;10/03/1996;Piacenza;Parma;2.0;1.0;H
1995-1996;10/03/1996;Milan;Inter;0.0;1.0;A
1995-1996;10/03/1996;Juventus;Lazio;4.0;2.0;H
1995-1996;10/03/1996;Cremonese;Napoli;1.0;1.0;D
1995-1996;10/03/1996;Bari;Fiorentina;1.0;1.0;D
1995-1996;10/03/1996;Roma;Cagliari;1.0;1.0;D
1995-1996;24/03/1996;Vicenza;Napoli;3.0;0.0;H
1995-1996;24/03/1996;Udinese;Inter;1.0;2.0;A
1995-1996;24/03/1996;Torino;Cagliari;1.0;1.0;D
1995-1996;24/03/1996;Sampdoria;Atalanta;2.0;3.0;A
1995-1996;24/03/1996;Milan;Parma;3.0;0.0;H
